id,title,body,tagname_list,author.id,added_at
10416,Would making short films help boost a career in film making?,"<p>Hello I'm a sophomore who has interest in filmmaking. I have written scripts for shorts films and webseries, but I was wondering that if I produced them now, would they help further my career when I'm applying for colleges? Thank you!</p>",films directing,6681,2015-06-03 12:11:36.239845
13816,What degrees do you need to be a bsketball coach?,<p>I am wondering because I want to be a coach when I am older and I am in the sixth grade. Any help is appreciated. </p>,basketball sports,7856,2015-11-18 12:48:31.763907
15126,What is natural gas? What is carbon footprint for natural gas?,<p>Because I have a project</p>,natural,9429,2016-01-08 10:59:16.016988
8830,What is the most challenging type of people have you ever have to deal with?,"<p>I am interesting in how humans work with each other, although it may be hard.</p>",physcology,5616,2015-03-24 16:22:39.752812
1256,Is it fun to be an actor ?,<p>Im 16 and in high school. </p>,acting,217,2012-09-26 21:09:32.103074
15416,What would be the first step to being a badminton player?,"<p>How much money does a badminton champion earn?
Can a high school student start badminton as a career?</p>",badminton sport,9895,2016-01-21 12:55:10.037175
6457,What good colleges are in california for an average student who is looking to  major in business or pharmacy?,"<p>I'm an upcoming senior in high school and i am looking for good colleges in California that have a business/pharmacy major or  both, that i might be able to apply to as a student with a 3.0+ GP</p>",professors resident california college graduate,3708,2014-07-21 10:41:31.616629
10062,What are the requirements to be a lawyer?,<p>I'm a senior in high school and i want to know what courses should i take to become a lawyer?</p>,students environment law lawyers teacher,6432,2015-05-18 02:20:24.113223
1227,How much money does an actor make a year?,<p>I'm 15 and i love to act. i have been interested in acting for a long time.</p>,acting art,246,2012-09-16 12:14:24.461357
15355,"If you want to be an artist or a stylist, which city is the best for this career?",<p>I am interested in knowing more about where I can concentrate the best in these jobs.</p>,hair-stylist artist,9794,2016-01-20 11:36:21.902300
7520,To become a veterinarian what high school classes would be beneficial to take,"<p>I would like to become a veterinarian, and would like to know which classes would be beneficial to take in my high school career. As well as any schools for veterinarians in the eastern United States. </p>",vet animals doctor pre-vet veterinarian animal-health,4538,2014-12-12 10:35:27.129069
1386,How many years do i have to be in school to be a lawyer?,<p>I'm a sophemore and i want to explore my career options.</p>,law career-options school,246,2012-10-18 21:53:43.962433
4879,"What exactly does it mean when you minor in a subject, and, specifically, what would minoring in art entail?","<p>I'm a sophomore in high school with a passion for art, but I am not sure if I really want to pursue it as my major. I've been thinking about minoring in art instead, so that I still have a chance to do art but am not tied to it and have other career options. However, as I came to this idea, I realized I had no idea what minoring in a subject really meant. So I was wondering what it means to minor in something and how that is different than majoring. Is it easier/less work? Is it about the same difficulty but a different time commitment? Does it cost less/more/the same? ...etc</p>
<p>Thanks in advance!</p>",majors art college-major college-minor college minors,3149,2014-04-23 02:10:01.385953
10906,What career should i do if i am good at math (algebra),"<p>I'm a student from Abraham Lincoln high school. Last year, i just found out that i liked math and i want my career to be something involves to math also so i really like to decorator the interior of the house , are there any career that i could do within my major???????????????</p>",mathematics everyone math,7050,2015-06-26 18:44:36.904078
12385,"If you don't like blood, how do you become a doctor in pedeatrics","<p>Hello my name is Rachel and I'm a 6'th grader, I want kids to look up to me, but HATE blood any insight on what carrier I should presue will be a help.</p>",pediatrics degrees,7869,2015-10-23 14:04:27.878098
10852,What is it like being a pro gamer call of duty gamer,<p>Ya my name is melvin I love playing games I have been a gamer since I was very young i wanna no what is it like to become a gamer &amp; how hard is it to become one</p>,gaming,6976,2015-06-25 17:47:21
14526,Lost looking for careers design houses,"<p>EDUCATION I'VE COMPLETED: Western Australia Certificate of Education Governor Stirling Senior High School, 2012 ; Certificate III in Media  Completed at Central TAFE, 2012; Certificate II in Music; Completed at Cyril Jackson Senior High School, 2012;  Certificate III Business and Certificate III Business Admin; Completed at Polytechnic West Tafe, 2013; Bachelor of Creative Industries, Film major
6 months completed at Edith Cowan University, 2014.</p>
<p>I started a different bachelor in 2015, it was the bachelor of Arts I was studying Japanese Major and Arts Minor but after about... 8 weeks? I dropped out due to life. So I haven't been in school since... maybe June this year and I've had A LOT of time to think about careers. SO my interest, I've always LOVED houses and design, so I thought maybe architecture but after some research I'm not sure it's for me, so then I looked into drafting and interior design. I've even looked at apprenticeships for building (so like painting ect) but I'm a (not very fit/strong) girl who can't really see herself working in/at a construction site. I'm really interested in tv shows that have anything to do with renovating or helping people find their perfect homes, which leads me to real estate. I've applied for many real estate positions and looked up studying it but again I feel like working in that field of work isn't by career goal, i'll be associated with houses but I wouldn't be able to renovate them or help design them.</p>
<p>I'm not sure, my heads a mess so my career goal is a mess. Just wondering if there are any other paths that I haven't heard of yet? And looking for some good insight of people who work in any of these roles or similar roles.</p>",building drafting houses design interior realestate,8753,2015-12-08 22:21:01.895455
1070,Is it okay to be an actor if you get nervous ?,<p>I love to act but before i start to i get really nervous. I was just wonder if this is normal .</p>,acting actor,217,2012-09-08 23:16:03.484384
4324,Is there room for expression if you pursue a career in the field of journalism?,<p>I'm a high school Junior and I enjoy writing and photography and feel like journalism is a good way to incorporate both.</p>,photography. journalism writing,2958,2014-04-08 09:16:04.011042
9083,What classes should to become a chef?,<p>I 'm a student and i am in 6th grade and in a few years i really want to be a chef when i grow up i love the food network channel and their chefs</p>,culinary-arts arts baking chefs cooking food-network,5788,2015-04-07 14:55:35.812301
1611,Admissions Officer,<p>I am a high school senior and I am starting my career search early so that I have an idea of how to plan my years in college. I would like to know what path should I take in college in order to become an admissions officer? </p>,adminitration,950,2013-03-28 12:31:48.496076
8591,"Is there a specific path, or steps that someone must follow to become a creative writer?","<p>Hi! I am a high school senior who loves history and who never stops writing. I used to strongly want to be a writer, but through the years I was slowly discouraged. However, I reevaluated the career today and it still interest me. Are they any steps or is there a certain path I have to follow to become a writer?</p>",creative novel-writer writer writers fiction,5325,2015-03-18 10:44:55.918894
9200,Where do I start learning how to create a video game?,"<p>I have a basic understanding of what creating a video game is like, but I don't know where to start. I don't know how to code or program, I'm not exactly tech-savvy. I don't know where to start! I want to at least learn the basics of creating a video game before I go to college for it. Is there any book, website,  or application that can help me learn?</p>",video-game video-game-design,5813,2015-04-09 10:06:03.677358
4020,"I am looking for a project idea on stem cells and how they can be made into vital organs, are there any projects I can do?",<p>I am asking because I am doing a project for my science research class and need a start for my project. I already have my goals and just need help going on from there.</p>,samantha cells cell-biology research,2651,2014-04-02 10:33:06.711816
10669,"When being a nurse midwife, how do you deal with patients that don't listen?","<p>I am asking this question because, even though I want to be a singer, I really want to be a nurse midwife and help soon to be mothers. I'd like to know what I should do if a patient is acting up and not listening to me.</p>",nurse midwifery nurse-midwife,6562,2015-06-18 13:36:15.081561
443,Type of classes to take in college for becoming a Lawyer,<p>I am currently a junior. I am very interested in being a corporate lawyer but wondering what to major in college? Will it matter what type of classes I take or are there requirements? </p>,law maojors,173,2012-02-04 15:48:55.540176
8901,What is a popular field to go into for agriculture right now?,<p>I want to do something agriculture related but I'm not sure what field to go into.</p>,agriculture,5656,2015-03-26 16:23:45.900304
15175,"To become a pediatric nurse do I have to look for a college that has a major called ""Pediatric nursing"" or do I just look for ""Nursing, Registered nurse, etc.""",<p>I am a sophomore in high school and I am trying to figure out my plan early so that by the time I am a senior I know what college I want to go to. I just want to be prepared so I don't freak out and make the wrong choice because I waited last minute.</p>,nurse pediatric-nursing,7521,2016-01-11 14:20:39.058257
10624,How easy is it to find a job in being a vet ?,<p>My name is latianna Miller and i am wondering how easy would it be to find a job in being a vet after college </p>,vet veterinary veterinarian pre-vet,6687,2015-06-10 11:47:35.933534
7957,What subjects do you need in high school and A-levels to study fashion design?,"<p>Hi, I'm Michelle and I am in year 9. By the end of this year I will be picking my subjects for year 10 and I need all the help I can get. Thanks in advance.</p>",fashion studied-fashiondesign fashion-law fashion-design educator fashion-shows,4973,2015-01-30 13:26:06.640783
10096,What colleges offer multiple courses of computer related careers?,<p>My goal is before I finish my senior year of high school that I will be able to find a college offering multiple computer / animation related courses.</p>,science computer art animation,5769,2015-05-18 10:35:22.800569
11885,What does it take to become an attorney?,<p>I am a senior in high school exploring my career options.  What type of personality traits are good to have?  How many years of college is required?  What should a student looking to become an attorney major in?</p>,attorney,7740,2015-10-14 15:17:58.323588
10459,Are extra curricular's required on a college application to get in?,<p>I am in 9th grade and I have heard that college applications need extra curricular's. At the moment I am doing none and I need to know if I should get into some so that I can get into a college I prefer. </p>,collegeapplications extracurriculars college,6548,2015-06-04 13:35:47.720176
8601,"What other tasks, besides conducting research in a lab or observatory, do astronomers usually do in a day?",<p>I wanted to know if astronomers do other work besides research in a lab or observatory. </p>,science astronomy,5458,2015-03-19 08:59:05.096745
568,What is a way good way to package my cupcakes to sell in school ?,<p>Since I live in farther away from my school it harder for me to bring 24 cupcakes to school everyday . </p>,schools cupcakes packaging,421,2012-02-28 13:57:42.671478
12495,"I want to be a photographer, but I'm not shure if I should make it a profession or a hobbie.....",<p>I love taking pictures but I am not shure if it is the right fit for me.</p>,pictures photography camera educated smart,7889,2015-10-25 21:05:40.161804
12347,How much does a veterinarian make a year? And what degrees do they need to have?,<p>I really want to become a veterinarian when i grow up etc....</p>,vet veterinarian,7832,2015-10-23 11:59:00.272833
6826,What part of the information technology field would you consider the hardest?,"<p>I am currently trying to learn more about IT, however I would love learn more about it as I am always trying to challenge myself.</p>",informationtechnology information-technology,4083,2014-10-02 10:55:15.509680
1694,What types of psychology should I focus on if I want to help treat military personal?,<p>I hope to join the military after college and was wondering how I can help treat men and women who've may need psychological treatment. I was wondering if anyone had advice as to what I should focus on while in school?</p>,psychology military therapist,837,2013-04-10 18:09:20.651624
13237,How do you become an cosmetologist ?,<p>How do you become an cosmetologist ?</p>,cosmetology,8068,2015-11-03 13:38:54.106737
3006,What type of internship should a high school student take in order to know more about psychology but especially  forensic psychology?,<p>I am a high school student who is looking for an internship involving psychology. </p>,medicine forensic health psychology,2402,2014-03-05 17:23:45.349350
3723,What kind of jobs can microbiologists usually find?,"<p>I want to major in biology, specifically I want to be a microbiologist, and I was curious to know what kind of jobs do microbiologists find after college?</p>",microbiologists life-after biology college job-search,2737,2014-03-26 14:21:01.419572
9254,Game warden,<p>What would be the eases way to become a game warden? Join the military or go to college? </p>,fishery police hunting nature environment ranger,5704,2015-04-10 11:52:24.233847
12253,How  do you get in to a zoolgy school,<p>I want to work with animals I enjoy animals</p>,jobs aqquariums copines vets animal schoool,7855,2015-10-22 13:27:22.098601
7030,What is the most interesting career in psychology?,"<p>I'm a senior in high school. I've considered pursuing a major in Psychology, but am still unsure if I should continue with this major.</p>",social-psychology psychoeducation sociology psychology masters-in-pyschology,4286,2014-10-28 19:44:13.149850
7572,Is it difficult to get a job with a sports management degree?,<p>I'm a senior in high school and I'm interested in going into sports management in college</p>,mangement sports,4509,2014-12-16 09:32:11
4830,Are there any careers that could combine a psychology major and a love of theater?,"<p>I am a senior in high school and have always had a fondness for theater, specifically the behind the scenes work rather than actually performing. Recently I have been thinking about possible majors and career paths certain majors could open up for me and, although I love theater, I don't think I will major in it. I might major in psychology, though, but I still want to be able to have a foot in the dramatics as I develop a career path. Are there any careers that allow this?</p>",career career-paths theater psychology multiple-interests,3137,2014-04-22 14:23:40.284424
15413,What do you find as the most difficult part of your job as a lawyer ?,<p>I want to know the real experience on what real lawyers find difficult and how its affected them .  </p>,criminal-law law college experience,9886,2016-01-21 12:45:51.997374
431,How do you become a CIA agent ?,<p>I wanted to know whats steps i need to take to become a CIA agent.</p>,steps cia,249,2012-02-02 08:46:11.222564
6051,Do you take advantage of school and enough to care about what the real world would look like when you graduate?,<p>I am asking you this question because some of us teenagers dont take advantage of high school years that we are currently there and some are just so concentrated on their friends when they should be thinking about whether or not we are smart are were just getting passed on.......</p>,focused responsibility,3505,2014-06-07 14:18:12.006331
3532,Is there another paper  you'll need to work at a place that has food?,"<p>So I applied to pizza my heart and they said i need a work permitt from school which i filled out and something eles that<br>
you need to work in a place with food  but i dont know what the name of the paper was </p>",food,2502,2014-03-18 21:39:33.520201
7253,What would it be like to manage a musician and what kind of things are artist managers involved in?,<p>I'm a junior looking into colleges and majors that have to do with artist management. I love music and going to concerts has always been one of my favorite things to do. I would like to learn more about what someone who manages an artist would be doing. I've heard that most managers are in charge of getting the artist from destination to destination as well as taking care of the artist and I would just like to learn more. </p>,singer management music artist-management producer,4560,2014-11-24 12:56:54.743277
7322,What colleges in the West coast are well rounded?,"<p>I'm a Junior starting to seek out colleges before I get to my Senior year in order to make the transition and decision process smoother. I have been searching for colleges in the West coast, specifically located at least close to or in the city that provide Science Majors like Marine Biology, Pre-Vetrinary Studies, Zoology, and other majors related to that as well as a wide diversity range and hopefully have sororities/ faternities so I would be able to gain the tight knit community feeling that I already have back home. </p>",veterinarian science marine-mammals pre-vet college sorority,4620,2014-12-01 13:33:41
11147,Will getting a PhD in engineering aid in getting a research and development job in the industry,"<p>I'm a senior in high school; I'm not sure what field of engineering I want to go into. I do know that I would like to be involved in a research job in some industry. I'm interested in biomedical, aeronautical, and chemical engineering. Anyone of any field of engineering that has a research job please tell me about your journey to that position. Thank you.</p>",chemical-engineering industry phd engineering graduate-school research,7222,2015-08-03 08:42:40.996222
175,How can I narrow down my career field?,"<p>I an a sophomore in HS, I have many different interests, in the same basic category. I can play a few different instruments and I love designing different things. What can I do that will give me more of an opportunity in my future?</p>",career-paths career-options undecided,280,2012-01-13 09:33:14.556622
2996,How do you deal with the emotions and stress if you lose one of your patients?,<p>Being a doctor is one of the careers that I am considering but I am nervous and scared of the emotions of losing a patient if they get too sick to the point where I cant do anything about it.</p>,emotion medical stress doctor,2401,2014-03-05 17:20:01.050254
11476,What steps do I have to take to become an industrial engineer?,"<p>Hello, I'm having a hard time picking a major in what I would like to do. Currently, I am majoring in biology but I'm starting to think it is not for me. I am thinking about taking on a career in math. Industrial engineering seems to be compatible with me. I am very social, math clicks, and I like how industrial engineering falls into so many categories. You can do anything with that. However, my college only has programs for 
Chemical Engineering
Civil Engineering
Electrical &amp; Computer Engineering
Industrial Technology
Mechanical Engineering
Petroleum Engineering.
I am not sure where to start to become an industrial engineer with these options. It would be a dream job to work with Disney World but I'm not sure how to get there. Also, how would I come about contacting an industrial engineer?
-Thank you</p>",major industrial career advice disney engineer,7538,2015-09-21 01:58:55
2897,Have you ever felt lost when considering what career path to take?,"<p>Did you already know what career you wanted to pursue at an early point in your life, or it take time? How long did it take? How did you know you wanted the career you currently have an how did you come across knowing?</p>",career career-paths life,2404,2014-03-04 16:49:18.982581
12232,What type of degree do i need?,<p>What degree do I need do I need to get high school degree and college master?</p>,engineer,7829,2015-10-22 12:10:25.181974
9351,How do surgeons become surgeons?,<p>Just aasking! :)</p>,surgeons,5800,2015-04-20 18:18:41.686710
8881,How can you apply accounting to a professional dance career?,<p>I am a senior in high school ready to take off for college literally. I have been dancing since I was 3 years old and I prefer to continue my successful dance career but with accounting. I love mathematics and calculating taxes as well. I want to do both of my passions together in college and as my career too. </p>,accountants accounting dancers finance dancing,5599,2015-03-25 15:03:35.198983
10351,How many years of college you need to be a medical assistant?,<p>I am junior in oscar de la hoya animo charter high school and i want to know how long it will take to be a medical assistant to be financial prepared</p>,university medical-assistant college medical years,6133,2015-05-28 01:56:07.625257
9123,How many years does it take to get a bachelor's degree?,<p>I want a bachelor's degree </p>,someone,5749,2015-04-08 13:32:58.208472
13415,What would be a good college for being a coach?,<p>I wanted to know how long you would be in college if you wanted to be a coach also what would be a god college if you could give me information that would be great thank you.</p>,coach,7841,2015-11-06 13:29:00.019447
12429,Is it better to go to the military or college right after high school?,"<p>I want to go to college after high school,but I also heard that the military can pay for your college and have other benefits. I want to go to college for computer science.</p>",military college,4812,2015-10-23 17:56:38.041534
10584,Would going to college for business help with having my own hair store?,"<p>I would like to start my own hair store, but I dont think I want to have to attend college. I dont mind going, but it is not something i would like to do.. Do i necessarily Need a business education?</p>",college business hair-care,6558,2015-06-08 13:02:38.654439
5203,Would going to a school that has a reputation of being a party school distract me from my studies?,"<p>I went on a trip to look for colleges and fell in love with the campus at UCSB, but I'm worried that if I go there, I will get distracted from my studies, as it is known to be a party school. What are the pros and cons of going to a school like this? Would it be better to go somewhere that isn't as known for its parties? Does having a party school on your resume affect whether or not you will be hired?</p>",party-school school education college self-management,3149,2014-04-29 14:41:32.943819
4461,"If you want to become a novelist, what kind of networks and skills do you need in order to one day get published by a well known company?","<p>Its always been a dream of mine to be a well known writer, so knowing the steps that I need to take to make this dream a reality would be really beneficial. </p>",process networking. skills books english writing,2999,2014-04-08 14:25:54.596287
8762,What are good paths to take when wanting to become a real estate agent,"<p>I have been inspired to become a real estate, yet I don't know what is the best path to become one. I have been told that you don't need a degree to become one but that having one puts you at a higher position in understanding and experience. What majors would be most helpful?</p>",real-estate,5556,2015-03-23 18:27:38.434077
6466,"What is the difference between majoring in Pre-Engineering and a specific type of engineering (electrical engineering, computer engineering, aerospace engineering, etc.)?",<p>I am asking because some schools offer both and I don't understand the difference. I am going to be senior and I am thinking of majoring in some type of engineering.</p>,career electricalenginering computerengineering college pre-engineering engineer,847,2014-07-24 14:55:58.852554
1374,What collage would you recommend for someone who wants to become an actor?,<p>I wants to become a successful actor.</p>,career-paths acting college,250,2012-10-15 11:42:46.777617
8219,How do i know what career path is right for me?,"<p>I want to be a RN, but at first i wanted to be a pediatrician because i love working with kids. I also want to party plan , that's why i changed my job from a pediatrician to a RN because i think i could manage party planning an being RN. </p>",pediatrician event-planning knowledge nursing,5157,2015-02-25 13:41:18.917330
1417,What are good college majors for me to do if i want to becoem a human resource?,<p>I need to know the name of the majors</p>,college-majors college,260,2012-10-25 15:49:40.310599
7182,How do you get on the SDSU football team,"<p>I wanna be on the SDSU football team, that's why I am asking this specific question. </p>",coach,4452,2014-11-19 17:25:21.640323
3540,How could a teen like me get an internship? (I am fifteen),"<p>I have been looking for a job/internship, but I can't find any that are good for me or will accept me. So my question is that ""How could a teen like me get an internship?""</p>",fifteen-years-old internships,2499,2014-03-19 17:57:13.654587
1,What should I major in if I want to become an investment banker?,"<p>Many students want to become investment bankers. What is the most common degree that investment bankers usually have, and is that the best degree to get if I am sure I want to be an investment banker?</p>",college-majors finance investment-banking,1,2011-09-27 11:23:17
8968,What degree do I need to have to be a writer?,"<p>Hello, my name is Marcella and I am in 12th grade. I am not sure what type of degree do I need to be a writer. I am pretty interested in being a writer. </p>",degree blogger writer journalism college curious,5705,2015-04-01 11:50:33.784960
8362,Do you require any skill sets other than the classes to be a technical engineer?,<p>I am asking because some jobs require a lot of patience or being able to hold your tongue or just have to be outgoing. Are there any certain skills I will need to have to become a technical engineer?</p>,technical skills engineering-skills social-skills engineer technical-engineer,5106,2015-03-02 10:24:45.292301
269,"What kind of mind set do you have to be in when entering a case? Do you use feelings, opinion or just facts. Explain",<p>Im a student in the 11th grade and Im very interested in becoming a sports lawyer or sports agent. Thanks in advance.</p>,lawyer sports,328,2012-01-19 12:09:08.010912
2436,"If I want to be a marine biologist, what activities should I do during high school?","<p>I am not sure if I want to be a marine biologist but I might. I think it could be a fun job, and I could learn a lot about rare animals. If I want to be a marine biologist is there anything that I need to start doing now in high school to be prepared for college? </p>",science extracurriculars marine marine-biology,1385,2014-02-11 18:04:52.164658
8075,What is it like to be a preschool teacher?,"<p>I am currently a senior in high school and I want to major in Early Childhood Education, but I am unsure. I was wondering what it would be like in a normal preschool classroom everyday. What is the daily routine?</p>",k-12-education preschool-teacher teacher early-childhood-education,5046,2015-02-11 10:17:20.665850
4591,What are major obstacles pharmacists face?,<p>I am a Jr. in Highschool and Im looking into becoming a pharmacist. </p>,medical pharmacists pharmacy,2939,2014-04-09 09:21:27.963709
1642,What does a typical day of a Therapist consist of?,"<p>Hi, I am a senior in high school and I was wondering, what is a typical day for a therapist?</p>",athletic therapy,937,2013-03-31 15:43:43.379998
4159,How hard is it to find a job right out of law school?,<p>I'm a junior in high school; i'm getting ready to apply to colleges and I curious about being a lawyer. If there's job opportunities available for when you finish law school</p>,law lawyer,2922,2014-04-07 08:43:54.469644
466,What advice would you give me before going to a business collage and things that I will ned to know before entering ?,<p>I am a 15 year old student at august martin. I am in a Business class at my high school and plan to continue in business.</p>,business,435,2012-02-09 09:06:08.984125
4011,What steps does it take to become a forensic scientist,<p>Im a student looking to become a forensic scientist</p>,technology,2609,2014-04-01 18:15:12.061257
9210,What the difference between media production and graphic design?,"<p>I'm a 10th grader, and I love to draw and paint. I know I want to work in a type of design medium but I don't know what. I want to work at BET or Empire. I also love music, and create album covers.  I was thinking about graphic design  but I'm unsure if they are the same thing. I want to work in media but I'm not sure if that's the same as graphic design.</p>",media production media-production graphic-design graphic-designer,5811,2015-04-09 10:11:52.273896
7821,Is it better to go to a 4-year college or transfer in from a community college?,<p>I'm debating whether I should go straight to a 4 year or transfer in from a community college.</p>,transfer college,4234,2015-01-13 13:25:56.524406
2046,Did your college help you a lot to get your first job?,"<p>Hi, My name is Annemarie and I am in highschool. I heard that colleges have job offices that help students get jobs, but they do not guarantee jobs. Some of my older cousins said that they didn't think their college was very helpful for getting a job. Did you get your first job from your college or did you have to get it on your own? </p>",jobs college,1220,2013-10-04 12:49:57.831661
4578,How often do you get promoted when working for an investment bank?,<p>I'm a junior in high school.</p>,often money dinero banks promotion investment,2948,2014-04-09 09:14:20.920659
1525,What jobs are available for people who have a degree in environmental science?,<p>I heard that you could go into the lab and tests different things or be more involved in collecting data. I would like to know more in depth about the different jobs you can apply for with a degree in environmental science. </p>,jobs environmental-science,800,2013-02-28 19:35:10.242332
2919,What is a good minor for engineering?,"<p>I am thinking of majoring in aerospace engineering or any other type of engineering. I hear people talk about minoring in something but, I do not know how to figure out a minor that relates to my major.</p>",college-minor aerospace-engineering engineering college-selection,2388,2014-03-04 17:53:31.761449
10885,What's the best career? Lawyer or a therapist?,<p>I'm good at giving advice to people and I like to hear their problems I want to be able to help them but I would also like to be a lawyer because I don't like when people get in some kind of situation that they had nothing to do with it. I feel like becoming a therapist would be something I won't easily give up on but I also want to be a lawyer but as I research more about becoming a lawyer my hopes keep going down. </p>,lawyers law therapy,7013,2015-06-26 17:38:15.006966
3727,Is it better to choose a career you know you'll be good at fulfilling or is it better to choose a career you find the most interesting?,"<p>I'm asking this question because I know that I would be good at being a biomedical engineerer, but I find more interest in interior designing.</p>",career,2723,2014-03-26 14:38:14.832945
812,When applying to a college that majors in music what would be some good things involving music I should include in my application?,<p>When apply to a college that majors in music what would be some good things involving music should i include on my application?</p>,music college-applications,495,2012-04-27 14:09:43.252706
988,Paid for doing research?,<p>Do doctors get paid for doing research?</p>,medicine,682,2012-08-30 19:26:53.390323
13873,What's the average pay for a graphic designer,<p>I'm a 6th grade student and i'm thinking to go in this career.</p>,designs graphic,7845,2015-11-18 21:43:40.464266
818,How much time is needed to get at least one unit done on making a shirt?,<p>Answers appreciated</p>,entrepreneurship clothing and,501,2012-04-27 14:21:52.914634
9203,I want  to become a police officer how can i do this?,<p>Its a good paying job and has a great pension</p>,the-city-of-boston criminal-psychoogy sports... criminalogy criminaljustice,5818,2015-04-09 10:07:16.988007
3902,On average how long does it usually take to get a job that fits your degree after college?,<p>I am really concerned </p>,college jobs college-major,2735,2014-03-28 14:16:01.073038
15725,Best way to add things to your college application?,"<p>What are some things that I could add onto my college application to make me look good, I'm currently a junior in high school, not in any clubs or sports because the clubs here are kinda lame and some sports I could. I used to play soccer also but not for high school level, and I have a job is about all I have </p>",college-bound college,6381,2016-02-04 12:34:55.071176
10665,How can I achieve my goal in a way the will benefit my career?,"<p>Hi, I am in 9th grade.  I want to know what I can do to get my career going into a positive direction?</p>",automotive-engineer,6575,2015-06-18 13:35:24.430275
5730,How do you keep yourself motivated?,<p>I know at school towards the end of the year many students begin to slack off. How can you keep yourself motivated during this time? Sometimes work can also be repetitive so how do you keep yourself motivated at work as well?</p>,motivation work school focus,3146,2014-05-13 09:27:13.976706
15371,What does it take to be a lawyer?,<p>I like lawyers and in like debating.</p>,lawyers lawyer,9808,2016-01-20 14:25:33.844990
10792,How to you choose a culinary school to go to?,<p>Im 16 years old in the 10th grade and I love to cook and I want to be a chef. I wanna choose a good culinary school to go to so icn gain the skills to become a good chef.</p>,chef love-to-cook,6927,2015-06-24 17:42:21.840682
14634,"Which is a better major to take in college to find a job in the business field: Economics, FInance, or Marketing?",<p>I am interested in working in the business field and working with different companies. I am really good with numbers and like working with money. I want to find out which major is best because I want to be able to apply for a college that has known programs in those majors. I am currently a junior at Kipp King Collegiate High School.</p>,economics finance business math,7418,2015-12-10 17:19:19.836319
5502,How would you know which career would you like the most?,<p>Because I'm confused which career i want since I'm not good at those thing required for the career.</p>,architect,3193,2014-04-30 17:24:05.784388
6926,Where are the best places to intern in order to be prepared for majoring in nursing?,<p>I want to major in Nursing. I would like to first get some experience before I go to college. The problem is that I don't know people and I don't know where they accept interns. Please help me out.</p>,nursing-education nursing-care internships,4136,2014-10-10 13:34:43.503117
3437,What careers would be the best fit for my interests?,<p>I am a junior in high school and since college is right around the corner I want to start to think about what careers I would be interested in. My favorite hobby to do is to sing and I have been taking lessons for about 2 years. I also like to play sports such as soccer and volley ball but I feel like I am better at singing. I know that singing is a very hard industry to get in to so I hope to get more ideas on what I should do.</p>,singing,2490,2014-03-17 17:37:27.694837
1336,What is the biggest challenge when being an obgyn?,<p>I am in 10th grade. I am very interested in this. I would like to know what challenge I should look out for. Please help! </p>,obgyn,255,2012-10-07 19:59:29.879660
1696,Can psychiatrists treat patients without having to use drugs?,<p>I know psychiatrists are able to prescribe drugs to patients and I wanted to know if they are able to treat patients in other ways besides drugs yet still keep this ability?</p>,psychiatry,837,2013-04-10 18:14:03.309967
782,What is the day-to-day experience of someone working in education?,"<p>I already know the basics about teaching a class and grading paper, but would like to know more. I am also hoping to hear from a principal, since that is my probable career choice, but would appreciate any information from anyone in education.</p>",medicine school experience teaching principal,535,2012-04-03 11:31:18.450807
10816,How do i  take nice photography pictures?,<p>My name is Christian. I like to take pictures but I'm getting used to taking good photos. i'm asking this questions because I need more experience</p>,photos,6942,2015-06-24 18:39:47.473065
9757,How hard is it to start up a restaurant?,"<p>I want to start my own business and I was thinking about a restaurant, and just curious on how hard it might be. </p>",food business-idea business,6173,2015-05-08 12:47:55.296620
7534,"What is the best and worst part of being a registered nurse, and do you get taken advantage of by the healthcare system?",<p>I am a senior in high school thinking about becoming a RN. I would like to know if you  love you job? Do you get taken advantage of? Any information would be great! </p>,medicine healthcare hospitals nursing doctors,4537,2014-12-15 10:56:19.810787
1018,When im done with College on Psychology will i most likely get a job in a school as a counselor?,<p>Im a student in Codman Academy and i'm interested in Psychology so i'm wondering after i get my degree what jobs will be available</p>,college-majors psychology,219,2012-09-07 15:02:50.359116
4600,Is it easy getting a job as a high school guidance counselor right out off college ?,<p>Hey I am a junior in 11th grade and I am very interested in being a high school guidance counselor and I wanted to know what the competitiveness of getting a job right out of college.</p>,coundelor jobs guidance competitive college highschool,2946,2014-04-09 09:30:06.793377
13147,What are some benefits of being a Game Warden?,<p>I am in 6th grade and I would love to be a Game Warden but i want to be able to get enough money to get through life but I want to know if I will get any benefits that will help me through life like extra money or Christmas checks. I would like to be able to pay for a family if I get the chance to have one but i need to know if I will be able to do that if I am a Game Warden. I want to work for someone who will pay me fairly if I work for them. I want to retire at 40 or 50 I also need to know if i need another job other than just a Game Warden please reply. </p>,ranchhand hunters police fishing gamewarden,7840,2015-11-02 13:07:17.759875
8825,What is the percentage of people who get a job off of a computer science major ?,<p>I am wondering how often people with this major get a job and is able to find a job fast.</p>,science computer-science computer,5629,2015-03-24 16:12:28.575249
11164,What is the Average Salary for a Sous-chef  in the United States?,<p>I will be majoring in Culinary arts </p>,cook culinary-arts cooking food culinary-skills,7238,2015-08-03 17:05:07.398848
8787,When majoring in psychology do I have to work with medicine or can I just be a person who helps with issues but not deal with medicine ?,<p>I'm a high school senior and  wanted to major in this since I was a freshmen and I keep getting told that I would have to work with medicine. </p>,psychology doctors,5580,2015-03-24 11:09:46.701594
